ID,alive,correct_AVE,correct_LIST,genomeLength,incorrect_AVE,incorrect_LIST,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_AVE,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_AVE,markovBrain_nodesConnections_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,snapshotAncestors_LIST,update
50020,1,27.000000,"27",9695,37.000000,"37",2,2,0.875000,"1,1,2,0,0,2,1,0",0.750000,"1,1,0,0,1,0,2,1",0.613913,0.613913,"0.613913",499,"70",500
50021,1,51.000000,"51",9786,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50022,1,51.000000,"51",9852,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50023,1,51.000000,"51",10604,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50024,1,51.000000,"51",10047,13.000000,"13",3,3,1.000000,"1,0,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50025,1,50.000000,"50",9820,14.000000,"14",7,7,2.500000,"3,3,4,2,1,4,3,0",2.750000,"4,3,1,2,1,3,7,1",5.791816,5.791816,"5.791816",499,"70",500
50026,1,51.000000,"51",9558,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50027,1,51.000000,"51",10439,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,1,1,0,1,3,0",6.385477,6.385477,"6.385477",499,"70",500
50028,1,49.000000,"49",10083,15.000000,"15",7,7,2.625000,"3,3,4,3,1,4,3,0",2.750000,"4,3,0,3,1,3,7,1",5.253348,5.253348,"5.253348",499,"70",500
50029,1,30.000000,"30",9855,34.000000,"34",2,2,0.875000,"0,1,2,0,1,2,1,0",0.750000,"2,1,0,0,0,0,2,1",0.822702,0.822702,"0.822702",499,"70",500
50030,1,50.000000,"50",10399,14.000000,"14",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",5.791816,5.791816,"5.791816",499,"70",500
50031,1,51.000000,"51",9215,13.000000,"13",3,3,1.250000,"2,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50032,1,51.000000,"51",9923,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50033,1,50.000000,"50",10399,14.000000,"14",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",5.791816,5.791816,"5.791816",499,"70",500
50034,1,51.000000,"51",12435,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50035,1,51.000000,"51",9857,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50036,1,51.000000,"51",9810,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50037,1,48.000000,"48",10914,16.000000,"16",5,5,1.875000,"3,2,2,2,1,3,2,0",2.000000,"4,3,0,1,0,2,5,1",4.764941,4.764941,"4.764941",499,"70",500
50038,1,49.000000,"49",11219,15.000000,"15",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,2,0,1,3,0",5.253348,5.253348,"5.253348",499,"70",500
50039,1,51.000000,"51",10170,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50040,1,51.000000,"51",10754,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50041,1,51.000000,"51",9857,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50042,1,51.000000,"51",10185,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50043,1,45.000000,"45",10875,19.000000,"19",3,3,1.125000,"2,1,2,1,0,2,1,0",1.375000,"3,1,1,1,0,1,3,1",3.555673,3.555673,"3.555673",499,"70",500
50044,1,51.000000,"51",10754,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50045,1,51.000000,"51",9427,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50046,1,50.000000,"50",10034,14.000000,"14",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",5.791816,5.791816,"5.791816",499,"70",500
50047,1,51.000000,"51",9857,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50048,1,30.000000,"30",9427,34.000000,"34",3,3,1.000000,"1,1,2,0,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",0.822702,0.822702,"0.822702",499,"70",500
50049,1,51.000000,"51",9923,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50050,1,51.000000,"51",9794,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50051,1,47.000000,"47",11199,17.000000,"17",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,2,0,1,3,0",4.321942,4.321942,"4.321942",499,"70",500
50052,1,51.000000,"51",9810,13.000000,"13",4,4,1.500000,"1,1,3,1,2,3,1,0",1.750000,"3,3,0,1,0,1,4,2",6.385477,6.385477,"6.385477",499,"70",500
50053,1,51.000000,"51",9993,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50054,1,51.000000,"51",10451,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50055,1,51.000000,"51",10170,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50056,1,51.000000,"51",10038,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50057,1,35.000000,"35",11635,29.000000,"29",2,2,0.750000,"1,1,1,1,0,1,1,0",0.750000,"1,1,0,1,0,1,2,0",1.340096,1.340096,"1.340096",499,"70",500
50058,1,51.000000,"51",9427,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50059,1,47.000000,"47",9427,17.000000,"17",4,4,1.500000,"3,1,3,1,0,3,1,0",1.750000,"3,3,0,1,0,1,4,2",4.321942,4.321942,"4.321942",499,"70",500
50060,1,33.000000,"33",9700,31.000000,"31",3,3,1.125000,"2,0,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,4,0",1.102500,1.102500,"1.102500",499,"70",500
50061,1,51.000000,"51",10307,13.000000,"13",4,4,1.375000,"2,1,2,2,1,2,1,0",1.750000,"2,3,0,2,0,2,4,1",6.385477,6.385477,"6.385477",499,"70",500
50062,1,51.000000,"51",9787,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,0,0,1,3,2",6.385477,6.385477,"6.385477",499,"70",500
50063,1,51.000000,"51",10302,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50064,1,50.000000,"50",9994,14.000000,"14",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",5.791816,5.791816,"5.791816",499,"70",500
50065,1,51.000000,"51",10033,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50066,1,30.000000,"30",9382,34.000000,"34",3,3,1.000000,"1,0,2,1,1,2,1,0",0.875000,"2,1,0,0,0,0,3,1",0.822702,0.822702,"0.822702",499,"70",500
50067,1,51.000000,"51",10307,13.000000,"13",5,5,2.000000,"3,2,3,2,1,3,2,0",2.000000,"3,3,0,2,0,2,5,1",6.385477,6.385477,"6.385477",499,"70",500
50068,1,51.000000,"51",9698,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50069,1,39.000000,"39",9865,25.000000,"25",3,3,1.125000,"1,2,1,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",1.979932,1.979932,"1.979932",499,"70",500
50070,1,51.000000,"51",9859,13.000000,"13",4,4,1.500000,"1,1,3,1,2,3,1,0",1.750000,"3,3,0,3,0,1,4,0",6.385477,6.385477,"6.385477",499,"70",500
50071,1,33.000000,"33",10170,31.000000,"31",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",1.102500,1.102500,"1.102500",499,"70",500
50072,1,45.000000,"45",9857,19.000000,"19",4,4,1.500000,"3,1,3,1,0,3,1,0",1.750000,"2,3,0,1,0,1,4,3",3.555673,3.555673,"3.555673",499,"70",500
50073,1,26.000000,"26",9695,38.000000,"38",3,3,1.125000,"2,1,1,2,0,2,1,0",1.250000,"1,2,0,1,1,1,3,1",0.556837,0.556837,"0.556837",499,"70",500
50074,1,50.000000,"50",10291,14.000000,"14",7,7,2.500000,"3,3,4,2,1,4,3,0",2.750000,"4,3,1,2,1,3,7,1",5.791816,5.791816,"5.791816",499,"70",500
50075,1,30.000000,"30",9928,34.000000,"34",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"1,3,0,1,0,1,3,1",0.822702,0.822702,"0.822702",499,"70",500
50076,1,47.000000,"47",9765,17.000000,"17",3,3,0.875000,"1,0,2,1,1,1,1,0",1.250000,"2,2,0,1,0,1,3,1",4.321942,4.321942,"4.321942",499,"70",500
50077,1,51.000000,"51",10081,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50078,1,32.000000,"32",9695,32.000000,"32",3,3,1.125000,"2,2,2,1,0,1,1,0",1.250000,"1,2,0,1,1,1,3,1",1.000000,1.000000,"1.000000",499,"70",500
50079,1,51.000000,"51",10170,13.000000,"13",3,3,1.125000,"0,2,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50080,1,47.000000,"47",10157,17.000000,"17",3,3,0.875000,"1,0,2,1,1,1,1,0",1.250000,"2,2,0,1,0,1,3,1",4.321942,4.321942,"4.321942",499,"70",500
50081,1,50.000000,"50",10208,14.000000,"14",7,7,2.625000,"3,3,4,3,1,4,3,0",2.750000,"4,3,0,3,1,3,7,1",5.791816,5.791816,"5.791816",499,"70",500
50082,1,51.000000,"51",9810,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50083,1,35.000000,"35",7970,29.000000,"29",2,2,0.750000,"1,1,1,1,0,1,1,0",0.750000,"1,1,0,1,0,1,2,0",1.340096,1.340096,"1.340096",499,"70",500
50084,1,42.000000,"42",10185,22.000000,"22",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"1,3,0,1,0,1,3,1",2.653298,2.653298,"2.653298",499,"70",500
50085,1,51.000000,"51",10655,13.000000,"13",4,4,1.625000,"2,2,3,1,0,3,2,0",1.500000,"3,2,0,1,0,1,4,1",6.385477,6.385477,"6.385477",499,"70",500
50086,1,26.000000,"26",10465,38.000000,"38",2,2,0.625000,"1,0,1,1,1,1,0,0",1.000000,"1,2,0,1,0,1,2,1",0.556837,0.556837,"0.556837",499,"70",500
50087,1,51.000000,"51",9648,13.000000,"13",3,3,1.250000,"2,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50088,1,51.000000,"51",10864,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50089,1,33.000000,"33",10399,31.000000,"31",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",1.102500,1.102500,"1.102500",499,"70",500
50090,1,47.000000,"47",9215,17.000000,"17",3,3,1.250000,"2,1,2,1,1,2,1,0",1.250000,"2,2,0,2,0,1,3,0",4.321942,4.321942,"4.321942",499,"70",500
50091,1,50.000000,"50",10399,14.000000,"14",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",5.791816,5.791816,"5.791816",499,"70",500
50092,1,33.000000,"33",9382,31.000000,"31",3,3,0.875000,"1,0,2,1,1,1,1,0",1.250000,"2,2,0,1,0,1,3,1",1.102500,1.102500,"1.102500",499,"70",500
50093,1,51.000000,"51",9810,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50094,1,50.000000,"50",10399,14.000000,"14",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",5.791816,5.791816,"5.791816",499,"70",500
50095,1,32.000000,"32",9712,32.000000,"32",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",1.000000,1.000000,"1.000000",499,"70",500
50096,1,51.000000,"51",9712,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50097,1,51.000000,"51",10339,13.000000,"13",3,3,1.125000,"2,1,2,1,0,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50098,1,51.000000,"51",9712,13.000000,"13",3,3,1.125000,"1,1,2,1,1,2,1,0",1.250000,"2,2,0,1,0,1,3,1",6.385477,6.385477,"6.385477",499,"70",500
50099,1,30.000000,"30",10012,34.000000,"34",3,3,1.250000,"2,1,3,0,0,3,1,0",1.250000,"3,2,0,0,0,0,3,2",0.822702,0.822702,"0.822702",499,"70",500
50100,1,45.000000,"45",9857,19.000000,"19",4,4,1.500000,"3,1,3,1,0,3,1,0",1.750000,"2,3,0,1,0,1,4,3",3.555673,3.555673,"3.555673",499,"70",500
