ID,alive,correct_AVE,correct_LIST,genomeLength,incorrect_AVE,incorrect_LIST,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_AVE,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_AVE,markovBrain_nodesConnections_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,snapshotAncestors_LIST,update
100043,1,51.000000,"51",14602,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100044,1,33.000000,"33",14898,31.000000,"31",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,3,1",1.102500,1.102500,"1.102500",999,"50056",1000
100045,1,51.000000,"51",15717,13.000000,"13",4,4,1.125000,"0,0,3,1,1,2,2,0",1.500000,"3,2,0,0,0,1,4,2",6.385477,6.385477,"6.385477",999,"50056",1000
100046,1,51.000000,"51",16056,13.000000,"13",4,4,1.125000,"0,2,2,1,1,2,1,0",1.500000,"2,3,0,0,0,2,4,1",6.385477,6.385477,"6.385477",999,"50056",1000
100047,1,51.000000,"51",15662,13.000000,"13",4,4,1.125000,"0,2,2,1,1,2,1,0",1.500000,"2,3,0,0,0,2,4,1",6.385477,6.385477,"6.385477",999,"50056",1000
100048,1,49.000000,"49",14224,15.000000,"15",4,4,1.250000,"1,0,2,1,1,4,1,0",1.625000,"3,3,0,0,0,1,4,2",5.253348,5.253348,"5.253348",999,"50056",1000
100049,1,51.000000,"51",15606,13.000000,"13",4,4,1.125000,"0,2,2,1,1,2,1,0",1.500000,"2,3,0,0,0,2,4,1",6.385477,6.385477,"6.385477",999,"50056",1000
100050,1,51.000000,"51",13357,13.000000,"13",3,3,1.000000,"1,0,2,1,1,2,1,0",1.250000,"2,2,1,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100051,1,47.000000,"47",15390,17.000000,"17",5,5,1.250000,"1,1,3,2,1,1,1,0",1.750000,"3,3,0,0,0,2,6,0",4.321942,4.321942,"4.321942",999,"50056",1000
100052,1,51.000000,"51",14699,13.000000,"13",3,3,0.875000,"0,0,2,1,1,2,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100053,1,19.000000,"19",15359,45.000000,"45",3,3,0.750000,"1,0,2,1,0,2,0,0",1.125000,"2,2,0,0,0,1,3,1",0.281241,0.281241,"0.281241",999,"50056",1000
100054,1,51.000000,"51",14479,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100055,1,51.000000,"51",14000,13.000000,"13",3,3,1.000000,"1,0,2,1,1,2,1,0",1.250000,"2,2,1,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100056,1,51.000000,"51",15283,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100057,1,51.000000,"51",14967,13.000000,"13",3,3,0.875000,"0,0,2,1,1,2,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100058,1,50.000000,"50",14699,14.000000,"14",3,3,0.875000,"0,0,2,1,1,2,1,0",1.125000,"2,2,0,0,0,1,3,1",5.791816,5.791816,"5.791816",999,"50056",1000
100059,1,35.000000,"35",13054,29.000000,"29",4,4,0.875000,"0,2,2,2,0,0,1,0",1.250000,"2,2,0,0,0,2,4,0",1.340096,1.340096,"1.340096",999,"50056",1000
100060,1,47.000000,"47",17982,17.000000,"17",4,4,1.000000,"0,1,2,1,1,2,1,0",1.500000,"2,3,0,0,1,1,4,1",4.321942,4.321942,"4.321942",999,"50056",1000
100061,1,50.000000,"50",12842,14.000000,"14",3,3,1.000000,"0,1,2,1,1,2,1,0",1.125000,"2,2,0,1,0,1,3,0",5.791816,5.791816,"5.791816",999,"50056",1000
100062,1,51.000000,"51",14042,13.000000,"13",6,6,1.500000,"1,3,3,3,0,1,1,0",2.125000,"3,4,1,0,0,3,6,0",6.385477,6.385477,"6.385477",999,"50056",1000
100063,1,47.000000,"47",16040,17.000000,"17",4,4,1.125000,"0,2,2,1,1,2,1,0",1.500000,"2,3,0,0,0,2,4,1",4.321942,4.321942,"4.321942",999,"50056",1000
100064,1,51.000000,"51",12619,13.000000,"13",5,5,1.250000,"1,2,3,2,0,1,1,0",1.750000,"3,3,1,0,0,2,5,0",6.385477,6.385477,"6.385477",999,"50056",1000
100065,1,51.000000,"51",13772,13.000000,"13",3,3,1.000000,"1,0,2,1,1,2,1,0",1.250000,"2,2,1,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100066,1,51.000000,"51",16040,13.000000,"13",4,4,1.125000,"0,2,2,1,1,2,1,0",1.500000,"2,3,0,0,0,2,4,1",6.385477,6.385477,"6.385477",999,"50056",1000
100067,1,51.000000,"51",15021,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100068,1,51.000000,"51",14549,13.000000,"13",3,3,0.875000,"0,0,2,1,1,2,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100069,1,51.000000,"51",12681,13.000000,"13",3,3,1.000000,"1,0,2,1,1,2,1,0",1.250000,"2,2,1,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100070,1,51.000000,"51",14699,13.000000,"13",3,3,0.875000,"0,0,2,1,1,2,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100071,1,51.000000,"51",14359,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100072,1,51.000000,"51",13357,13.000000,"13",3,3,1.000000,"1,0,2,1,1,2,1,0",1.250000,"2,2,1,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100073,1,51.000000,"51",14755,13.000000,"13",3,3,0.875000,"0,0,2,1,1,2,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100074,1,51.000000,"51",17232,13.000000,"13",4,4,1.125000,"0,2,2,1,1,2,1,0",1.500000,"2,3,0,0,0,2,4,1",6.385477,6.385477,"6.385477",999,"50056",1000
100075,1,51.000000,"51",12803,13.000000,"13",5,5,1.250000,"1,2,3,2,0,1,1,0",1.750000,"3,3,1,0,0,2,5,0",6.385477,6.385477,"6.385477",999,"50056",1000
100076,1,51.000000,"51",16056,13.000000,"13",4,4,1.125000,"0,2,2,1,1,2,1,0",1.500000,"2,3,0,0,0,2,4,1",6.385477,6.385477,"6.385477",999,"50056",1000
100077,1,51.000000,"51",15034,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,1,0,0,1,3,0",6.385477,6.385477,"6.385477",999,"50056",1000
100078,1,51.000000,"51",12743,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100079,1,51.000000,"51",19294,13.000000,"13",4,4,1.000000,"0,1,2,1,1,2,1,0",1.500000,"2,3,0,0,1,1,4,1",6.385477,6.385477,"6.385477",999,"50056",1000
100080,1,51.000000,"51",14933,13.000000,"13",3,3,0.875000,"0,0,2,1,1,2,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100081,1,48.000000,"48",16840,16.000000,"16",4,4,1.125000,"0,2,2,1,1,2,1,0",1.500000,"2,3,0,0,0,2,4,1",4.764941,4.764941,"4.764941",999,"50056",1000
100082,1,51.000000,"51",13324,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100083,1,51.000000,"51",14618,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100084,1,51.000000,"51",14602,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,1,0,1,3,0",6.385477,6.385477,"6.385477",999,"50056",1000
100085,1,50.000000,"50",13943,14.000000,"14",5,5,1.250000,"1,2,3,2,0,1,1,0",1.750000,"3,3,0,0,0,2,5,1",5.791816,5.791816,"5.791816",999,"50056",1000
100086,1,51.000000,"51",13534,13.000000,"13",4,4,1.375000,"2,0,2,2,2,2,1,0",1.750000,"2,3,2,0,0,2,4,1",6.385477,6.385477,"6.385477",999,"50056",1000
100087,1,29.000000,"29",13324,35.000000,"35",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,2,2",0.746215,0.746215,"0.746215",999,"50056",1000
100088,1,32.000000,"32",16516,32.000000,"32",4,4,1.125000,"0,2,2,1,1,2,1,0",1.500000,"2,3,0,0,0,2,4,1",1.000000,1.000000,"1.000000",999,"50056",1000
100089,1,51.000000,"51",14764,13.000000,"13",3,3,0.875000,"0,0,2,1,1,2,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100090,1,45.000000,"45",18788,19.000000,"19",4,4,1.000000,"0,1,2,1,1,2,1,0",1.500000,"2,3,0,0,1,1,4,1",3.555673,3.555673,"3.555673",999,"50056",1000
100091,1,51.000000,"51",13733,13.000000,"13",5,5,1.375000,"1,2,3,2,1,1,1,0",1.750000,"3,3,0,0,0,2,5,1",6.385477,6.385477,"6.385477",999,"50056",1000
100092,1,51.000000,"51",14860,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100093,1,51.000000,"51",16934,13.000000,"13",5,5,1.375000,"0,2,2,2,2,2,1,0",1.875000,"2,4,0,0,0,3,5,1",6.385477,6.385477,"6.385477",999,"50056",1000
100094,1,51.000000,"51",11813,13.000000,"13",5,5,1.250000,"1,2,3,2,0,1,1,0",1.750000,"3,3,1,0,0,2,5,0",6.385477,6.385477,"6.385477",999,"50056",1000
100095,1,51.000000,"51",15502,13.000000,"13",3,3,1.000000,"0,2,2,1,1,1,1,0",1.125000,"2,2,0,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100096,1,51.000000,"51",13211,13.000000,"13",3,3,1.000000,"1,0,2,1,1,2,1,0",1.250000,"2,2,1,0,0,1,3,1",6.385477,6.385477,"6.385477",999,"50056",1000
100097,1,50.000000,"50",11768,14.000000,"14",3,3,1.000000,"0,1,2,1,1,2,1,0",1.125000,"2,2,0,1,0,1,3,0",5.791816,5.791816,"5.791816",999,"50056",1000
100098,1,47.000000,"47",18427,17.000000,"17",4,4,1.000000,"0,1,2,1,1,2,1,0",1.500000,"2,3,0,0,1,1,4,1",4.321942,4.321942,"4.321942",999,"50056",1000
100099,1,51.000000,"51",17245,13.000000,"13",4,4,1.125000,"0,2,2,1,1,2,1,0",1.500000,"2,3,0,0,0,2,4,1",6.385477,6.385477,"6.385477",999,"50056",1000
100100,1,51.000000,"51",17280,13.000000,"13",5,5,1.375000,"0,2,2,2,2,2,1,0",1.875000,"2,4,0,0,0,3,5,1",6.385477,6.385477,"6.385477",999,"50056",1000
